aachen;akwizgran,
hervorragend;znakomity,wybitny,bardzo dobry,wyj¹tkowo wa¿ny,niebagatelny
herz;serce,serce (organ),serce (symbol mi³oœci),centrum,kier
herzegovina;hercegowina
herzerfrischend;rozbrajaj¹cy
herzfrequenz;iloœæ uderzeñ serca
herzkranzgefäß;naczynie wieñcowe
herzlich;serdeczny
herzog;ksi¹¿ê
heute;dzisiaj
hier;tutaj,tu,wczoraj
hierher;tu (kierunek),tutaj (kierunek)
hilfe;pomoc,pomocy
hilfen;pomagaæ,pomóc
hilfsbereit;pomocny,skory do pomocy
himbeere;malina
himmelblau;b³êkitny
hinaus!;wynoœ siê!
hinaus;na zewn¹trz
hinbringen;zaprowadziæ
hindernis;przeszkoda
hindernislauf;bieg z przeszkodami
hinduismus;hinduizm
hinführen;doprowadzaæ,przyprowadzaæ
hinken;utykaæ,kuleæ
hinreichende bedingung;warunek wystarczaj¹cy
hinten;z ty³u
hinter;s³u¿¹cy do okreœlania miejsca
hinterpommern;pomorze tylne
hinters;za
hinüber;na,w tamt¹ stronê
hinweis;wskazówka
hinzu;ponadto,w dodatku
hirn;mózg
hirsch;jeleñ
hirschkäfer;jelonek rogacz
hitze;upa³,gor¹co
hlutverk;zadanie,rola
hobby;hobby
hoch;wysoki,wiwat,toast,wy¿ (meteo.)
hochhaus;wie¿owiec
hochklappen;podnosiæ
hochladen;wgraæ na serwer (inform.)
hochmütig;pyszny,arogancki
hochmut;pycha,arogancja
hochschule;szko³a wy¿sza,uczelnia
hochsee;pe³ne morze
hochsommer;pe³nia lata
höchst;najwy¿szy
hochwasser;powódŸ
hocke;przysiad
hockey;hokej
hoffen;mieæ nadziejê,mieæ nadziejê
hoffnungslos;beznadziejny
hoffnungsträger;nadzieja
höhle;jaskinia
hohn;szyderstwo
holland;holandia
holmium;holm (pierwiastek chemiczny)
holunder;czarny bez
holz;drewno
holzig;zdrewnia³y
hongkong;hongkong
honig;miód
hopfen;chmiel
hörbar;s³yszalny,s³yszalnie
hören;s³uchaæ,s³yszeæ,s³yszeæ (dobrze),s³uchaæ (byæ pos³usznym)
hörenswert;godny wys³uchania
hornhaut;rogówka,zrogowacia³y naskórek
hornkieselschwamm;g¹bka pospolita
hospital;szpital
hotel;hotel
hubraum;pojemnoœæ skokowa
hubschrauberlandeplatzbeleuchtungsanlage;urz¹dzenie do oœwietlania l¹dowisk dla helikopterów
hübsch;³adny
hügel;pagórek
hühnebrühe;rosó³
hündin;suka
hürdenlauf;bieg przez p³otki
hüsteln;pokaszliwaæ
huf;kopyto
huld;ho³d
humid;wilgotny,wilgotno
humidität;wilgotnoœæ
hummel;trzmiel
hummer;homar
humor haben;mieæ poczucie humoru
humor;humor
humorist;komik,humorysta
humoristisch;humorystycny,dowcipny,humorystycznie
humorlos;pozbawiony humoru,bez humoru
humorlosigkeit;brak humoru
humorvoll;dowcipny,¿artobliwy,dowcipnie
humpen;kufel
humus;próchnica,humus
hund;pies,z³y,niemi³y cz³owiek
hundert;sto
hundertstel;setna czêœæ
hundewetter;psia pogoda,brzydka pogoda
hunger;g³ód
hungergefühl;uczucie g³odu,poczucie g³odu
hungerleider;g³odomór
hungern;g³odowaæ
hungerstreik;g³odówka,strajk g³odowy
hungrig;g³odny
hupe;klakson,sygna³ dŸwiêkowy
hupen;tr¹biæ,dawaæ sygna³
hure;kurwa,zdzira,dziwka
husten;kaszel
hustenmittel;œrodek przeciwkaszlowy
hut;kapelusz,opieka,piecza
hyäne;hiena
hybride;hybryda,mieszaniec
hydrant;hydrant
hydrat;wodzian,hydrat
hydraulisch;hydrauliczny
hydrophor;hydrofor
hydrostatisch;hydrostatyczny
hydrozoen;stu³biop³awy
hygiene;higiena
hygienisch;higieniczny,higienicznie
hyperbel;hiperbola
hypnose;hipnoza
hypnotisieren;hipnotyzowaæ
hypothek;hipoteka
hypothekarisch;hipoteczny
hypothekarkredit;kredyt hipoteczny
hypothekenbank;bank hipoteczny
hypothese;hipoteza
hysterisch;histeryczny
ich habe hunger;jestem g³odny
ich liebe dich;kocham ciê
ich mill;chcê
ich möchte;¿yczy³bym sobie
ich verstehe nicht;nic nie rozumiem
ich wohne im hotel;mieszkam w hotelu
ich;ja
ichform;narracja w pierwszej osobie liczby pojedynczej
icon;ikona (inform.)
ideal;idea³,idealny
idealist;idealista
idee;pomys³,idea
ideell;ideowy,ideowo
identifizieren;identyfikowaæ,uto¿samiaæ
identisch;identyczny,identycznie
identität;to¿samoœæ
ideologe;ideolog
ideologie;ideologia
ideologisch;ideologiczny
idiot;idiota,kretyn
idiotie;idiotyzm
idiotisch;idiotyczny,idiotycznie
idol;idol,bo¿yszcze,bo¿ek,ba³wan
idyll;idylla
idyllik;sielankowoœæ,idyllicznoœæ
idyllisch;idylliczny
igel;je¿
iglu;igloo
ignorieren;ignorowaæ
ihm;jemu,mu
ihn;jego,go
ihnen;im,panu,pani,pañstwu
ihr;wy,jej,swój,swoje,ich,swoich,pani,pañski,pañstwa,jej (celownik)
ihre;jej,pana,pani,pañstwa
ihrer;jej
ihrerseits;z pani strony,z pana strony
ihretwegen;dla pana,dla pani,ze wzglêdu na pana,dla nich
illegal;nielegalny,nielegalnie,bezprawny,nieprawny,nieprzepisowy,sprzeczny z prawem
illoyal;nielojalny,nielojalnie
illusion;iluzja
illustration;ilustracja
illustrierte;magazyn ilustrowany
iltis;tchórz (zwierzê)
im zweifelsfall;w raze w¹tpliwoœci
im;w
image;wizerunek,reputacja
imbiß;przek¹ska
imbiss;przek¹ska,posi³ek,ma³a gastronomia
imbissstube;bar przek¹skowy,bufet,bar samoobs³ugowy
imitieren;imitowaæ,naœladowaæ
imker;pszczelarz
imkerei;pszczelarstwo,pasieka
immatrikulieren;immartykulowaæ siê,immatrykulowaæ
immens;ogromny
immer besser;coraz lepiej
immer noch;wci¹¿ jeszcze
immer;zawsze,wci¹¿,ci¹gle,coraz
immerdar;na zawsze
immerfort;ci¹gle
immergrün;wiecznozielony
immerhin;b¹dŸ co b¹dŸ
immerzu;ci¹gle,bezustannie,nieustannie,ustawicznie
immobilie;nieruchomoœæ
immobilienmakler;poœrednik w handlu nieruchomoœciami
immun;nietykalny,immunizowany,odporny
immunität;immunitet,nietykalnoœæ,odpornoœæ (na chorobê)
imperativ;tryb rozkazuj¹cy
imperfekt;czas przesz³y niedokonany
impfen;szczepiæ (przeciw chorobie),zasczepiæ siê
impfstoff;szczepionka
impfung;szczepienie (przeciw chorobie)
implantation;implantacja,wszczepienie
implikation;implikacja
implizieren;implikowaæ
implizit;zawarty implicite,bezprzyrostkowy
implizite;implicite
imponieren;imponowaæ
import;import
importieren;importowaæ
importware;towar importowy
imposant;imponuj¹cy,imponuj¹co
impotenz;impotencja
imprägniert;impregnowany
impressum;metryka ksi¹¿ki,stopka redakcyjna
impuls;impuls,bodziec,podnieta
impulsivität;impulsywnoœæ
imstande;byæ w stanie zrobiæ coœ
in blüte stehen;kwitn¹æ
in den sternen lesen;czytaæ z gwiazd
in die schuhe schieben;zrzuciæ winê na kogoœ,wrobiæ kogoœ,oskar¿yæ kogoœ bezpodstawnie
in einer stunde;w ci¹gu godziny
in jüngstee zeit;niedawno
in tränen ausbrechen;wybuchn¹æ p³aczem,zalaæ siê ³zami
in;w
inakzeptabel;nie do zaakceptowania,nieakceptowalny
inbegriff;uosobienie
inbegriffen;w³¹cznie
inbrust;¿arliwoœæ
indem;podczas gdy,kiedy
inder;hindus
inderin;hinduska
indes;tymczasem,podczas gdy,jednak
indessen;tymczasem,podczas gdy,jednak
indianer;indianin
indianisch;indiañski
indien;indie
indigniert;oburzony,ura¿ony
indikativ;tryb oznajmuj¹cy
indikator;indykator,wskaŸnik
indirekt;poœrednio,nie wprost,poœredni,zale¿ny
indisch;indyjski
indischer ozean;ocean indyjski
indiskret;niedyskretny
indiskutabel;bezdyskusyjny
indium;ind (pierwiastek chemiczny)
individualist;indywidualista
individuell;indywidualny,indywidualnie
individuum;indywiduum
indiz;poszlaka
industrie;przemys³
industriegewerkschaft;zwi¹zek zawodowy w przemyœle
industriell;przemys³owy
infanterie;piechota
infarkt;zawa³
infekt;infekcja,zaka¿enie
infinitiv;bezokolicznik
infizieren;zakaziæ,zainfekowaæ,zara¿aæ,infekowaæ
inflation;inflacja
inflexibilität;nieelastycznoœæ,nieodmiennoœæ
influenza;grypa,influenca
infolge;z powodu,wskutek
infolgedessen;wskutek tego
informatik;nformatyka,informatyka (przedmiot szkolny),informatyka (dziedzina nauki)
informatiker;informatyk
information;informacja
informationsbüro;biuro informacyjne
informativ;pouczaj¹cy
informell;nieformalny,roboczy,nieformalnie
informieren;informowaæ,poinformowaæ
informiert sein;byæ poinformowanym
infrarot;podczerwony
infrastruktur;infrastruktura
infusion;wlew,infuzja
ingenieur;in¿ynier
ingenieurin;kobieta in¿ynier
ingwer;imbir
inhalt;zawartoœæ,treœæ
initialisieren;inicjalizowaæ
inmitten;poœród,w centrum
inner;wewnêtrzny
innerhalb;wewn¹trz,w obrêbie,w ci¹gu,wewn¹trz,na terenie,w ci¹gu
inoffiziell;nieoficjalny
ins leben rufen;powo³aæ do ¿ycia,stworzyæ
insekt;owad
insel;wyspa
inspekteur;inspektor
installieren;instalowaæ
institut;instytut
institution;instytucja
instrumental;narzêdnik,instrumentalny,dotycz¹cy aktów prawnych,zestaw instrumentów,zestaw narzêdzi
intelligent;inteligentny
intelligenz;inteligencja
interessant;interesuj¹cy
interesse;zainteresowanie,hobby,zainteresowanie
interessieren;interesowaæ
internationaler;miêdzynarodowy
internet;internet
intervention;interwencja
inventar;inwentarz
inzel;wyspa
iod;jod (pierwiastek chemiczny)
irak;irak
iridium;iryd (pierwiastek chemiczny)
irland;irlandia
ironie;ironia
isospin;izospin
israel;izrael
italien;w³ochy
itrone;cytryna
ja;tak,oczywiœcie
jacht;jacht
jacke;kurtka
jackett;¿akiet
jagd auf hirsche;polowanie na jelenie
jagd;polowanie,³owy
jagdgrund;teren myœliwski
jagdhund;pies myœliwski
jagdrevier;³owisko
jagdwesen;³owiectwo,myœliwstwo
jagdzeit;sezon ³owiecki
jagen;polowaæ,goniæ,œcigaæ,wypêdziæ,przepêdziæ,pêdziæ,gnaæ
jäger;myœliwy,samolot myœliwski,myœliwiec
jägerei;³owiectwo,myœliwstwo
jägermeister;³owczy
jaguar;jaguar
jäh;nag³y,gwa³towny
jahr;rok
jahrbuch;rocznik,kronika
jahrelang;d³ugoletni,trwaj¹cy lata
jähren;powracaæ jako rocznica
jahresabschluss;bilans roczny
jahresanfang;pocz¹tek roku
jahresbeitrag;sk³adka roczna
jahresende;koniec roku
jahrestag;rocznica
jahreszeit;pora roku
jahrgang;rocznik
jahrhundert;stulecie
jährlich;corocznie
jährling;roczniak
jahrmarkt;jarmark
jahrtausend;tysi¹clecie
jahrzehnt;dziesiêciolecie,dekada
jähzorn;porywczoœæ,popêdliwoœæ
jähzornig;porywczy,gwa³towny,zapalczywy
jalousie;¿aluzja
jammer;lament,narzekanie,niedola,op³akany stan
jämmerlich;¿a³osny,kiepski,nikczemny,nêdzny,marny
jammern;lamentowaæ,narzekaæ
jammerschade;wielka szkoda
jänner;styczeñ (austr. szwajc.),styczeñ
januar;styczeñ
japan;japonia
japaner;japoñczyk
japanerin;japonka
japanisch;japoñski
japsen;dyszeæ,ziajaæ
jarotschin;jarocin
jasager;potakiwacz
jasmin;jaœmin
jasmintee;herbata jaœminowa
jäten;pleæ,plewiæ
jauche;gnojówka
jauchzen;g³oœno cieszyæ siê,wydawaæ okrzyki radoœci,triumfowaæ
jaulen;skomleæ
jause;podwieczorek
jawohl!;tak jest!
jawohl;tak jest,tak
jazz;jazz
je mehr desto besser;im wiêcej tym lepiej
je nach;zale¿nie od
je nachdem;zale¿nie od
je;kiedykolwiek,kiedyœ,po
jeans;d¿insy
jeanshose;spodnie d¿insowe
jede;ka¿da,ka¿de
jeden;nazwa cyfry 1,sam,pojedynczy,bez nikogo,niczego innego,jednaki,jednakowy
jedenfalls;w ka¿dym razie
jeder tag;codziennie
jeder;ka¿dy,wszyscy,ka¿da,ka¿de
jedermann;ka¿dy,ka¿dy (przest.)
jederzeit;o ka¿dej porze,zawsze,za ka¿dym razem
jedes jahr;ka¿dego roku
jedes mal;za ka¿dym razem
jedes;ka¿de
jedesmal;za ka¿dym razem
jedoch;jednak¿e
jemals;kiedyœ,kiedykolwiek
jemand;ktoœ
jemanden aus dem haus jagen;wyrzuciæ z domu kogoœ
jemanden hinters licht führen;wywieœæ kogoœ w pole
jene;tamta,tamte,tamci,owa,owe,owi
jener;tamten,ów
jenes;tamto,owo
jeneseits;tamten œwiat,zaœwiaty,po tamtej stronie
jenseits von;poza,za
jenseits;po tamtej stronie
jesuit;jezuita
jesus;jezus,jezus chrystus,jezus (imiê mêskie),o jezu
jet;odrzutowiec
jetzig;teraŸniejszy,obecny
jetzt;teraz,obecnie
jeweilig;ka¿dorazowy
jeweils;ka¿dorazowo,za ka¿dym razem
job;praca,robota,miejsce pracy
jobben;pracowaæ okresowo,pracowaæ dodatkowo,pracowaæ okazyjnie
joch;ja¿mo,ciê¿ar,uci¹¿liwoœæ,ogniwo,przês³o,jarzmo
jockey;d¿okej
jod;jod,jod (pierwiastek chemiczny)
jodeln;jod³owaæ
jodtinktur;jodyna
joggen;uprawiaæ jogging
jogurt;jogurt
johanisbeere;porzeczka
johannisbeere;porzeczka
johlen;wrzeszczeæ
jonglieren;¿onglowaæ
joppe;kurtka
journal;¿urnal,magazyn ilustrowany
journalist;dziennikarz
journalistin;dziennikarka
jubel;radoœæ,entuzjazm
jubeln beifall;oklaskiwaæ
jubeln;wiwatowaæ,radowaæ siê
jubilar;jubilat
jubilarin;jubilatka
jubiläum;jubileusz
jubiläumsfeier;uroczystoœæ jubileuszowa
jucken;swêdzieæ,dra¿niæ,drapaæ,drapaæ siê
jude;¿yd
judenbart;skalnica
judengegner;antysemita
judenverfolgung;przeœladowanie ¿ydów
judenviertel;getto,dzielnica ¿ydowska
judikative;w³adza s¹downicza
judo;judo
jüdin;¿ydówka
jüdisch;¿ydowski,po ¿ydowsku
jüngling;m³odzieniec
jünglingsalter;m³odoœæ,wiek m³odzieñczy
jüngste;najm³odsza,najm³odsze
jüngster;naj³odszy
jüngstes;najm³odsze
jugednklub;klub m³odzie¿owy
jugend;m³odzie¿,m³odoœæ
jugendamt;urz¹d opieki nad nieletnimi
jugendherberge;schronisko m³odzie¿owe
jugendlich;m³odzieñczy
jugendliche;m³odociany,m³odociana,m³odociany (m³odociana),nieletni (nieletnia)
jugendstil;secesja
jugoslawe;jugos³owianin
jugoslawien;jugos³awia
jugoslawisch;jugos³owiañski,po jugos³owiañsku
juli;lipiec
jung;m³ody
junge;ch³opak,m³odzieniec,ch³opiec,m³ode (zwierzê)
jungenhaft;ch³opiêcy,ch³opiêco,jak ch³opiec
jungfer;panna,dziewica
jungfernfahrt;dziewiczy rejs,pierwsza podró¿
jungfrau;dziewica,panna,panna (gwiazdozbiorów),panna (znak zodiaku)
junggeselle;kawaler,samotny
jungsteinzeit;neolit
juni;czerwiec
junior;junior
juniorin;juniorka
junker;panicz,junkier
junkertum;junkierstwo,junkrzy
jupiter;jowisz
jura;jura,prawo
jurist;prawnik
juristin;prawniczka
juristisch;prawniczy,prawny
juristische person;osoba prawna
jury;jury,s¹d przysiêg³ych
just;w³aœnie,dopiero co,tylko,sprawiedliwy
justieren;justowaæ
justierung;justowanie
justiz;wymiar sprawiedliwoœci,s¹downictwo
justizbeamte;urzêdnik s¹dowy
justizbehörde;w³adza s¹dowa,w³adza s¹downicza
justiziar;radca prawny
justizirrtum;pomy³ka s¹dowa
justizminister;minister sprawiedliwoœci
justizministerium;ministerstwo sprawiedliwoœci
justizmord;morderstwo s¹dowe
justizverwaltung;administracja s¹dowa
justizvollzugsanstalt;zak³ad penitencjarny
justizwachtmeister;policjant s¹dowy
jute;juta,jutowy
juwel;klejnot
juwelier;jubiler
juweliergeschäft;sklep jubilerski
jux;¿art,figiel,kawa³
kabanossi;kabanos
kabarett;kabaret
kabarettist;artysta kabaretowy
kabel;kabel
kabelfernsehen;telewizja kablowa
kabeljau;w¹t³usz,dorsz
kabellänge;kabel (¿egl.)
kabelleitung;linia kablowa,³¹cze kablowe
kabellos;bezprzewodowy,bezprzewodowo
kabine;kabina
kabinett;gabinet
kacheln;flizowaæ,wyk³adaæ kaflami
kachelofen;piec kaflowy
kacke;gówno
kadaver;padlina,œcierwo
kader;kadra
kaderleiter;kierownik dzia³u kadr
kadettenanstalt;szko³a kadetów
kadmium;kadm (pierwiastek chemiczny)
käfer;¿uk
kaff;dziura zabita dechami
kaffee;kawa
kaffeeautomat;automat do kawy
kaffeebaum;kawowiec,drzewo kawowe
kaffeebohne;ziarnko kawy
kaffeebraun;kawowy kolor,kolor kawowy
kaffeehaus;kawiarnia
kaffeelöffel;³y¿eczka do kawy
kaffeemaschine;ekspres do kawy
kaffeemühle;m³ynek do kawy
kaffeesatz;klatka
kahl;go³y,³ysy,nêdzny,biedny
kahn;³ódka,czó³no,barka
kai;nabrze¿e
kaiser;cesarz
kaiserlich;cesarski
kaiserschnitt;cesarskie ciêcie
kajak;kajak
kakadu;kakadu
kakao;kakao,ziarno kakaowca,proszek z nasion kakaowca
kaktee;kaktus
kaktus;kaktus
kalb;cielê
kalben;ocieliæ siê,cieliæ siê
kalbfleisch;cielêcina
kalender;kalendarz
kaliber;kaliber
kalium;potas (pierwiastek chemiczny)
kalkschwamm;g¹bka wapienna
kalt;zimny,ch³odny,zimno
kälte;zimno,zi¹b
kältetechnik;ch³odnictwo
kamera;kamera,aparat fotograficzny
kamerunnuss;orzech ziemny (drzewko),orzech ziemny
kamm;grzebieñ
kämmen;czesaæ
kampf;walka,walka,k³ótnia
kämpfen;walczyæ,zmagaæ siê
kanada;kanada
kanal;kana³
kandidieren;kandydowaæ
kandiert;kandyzowany
känguru;kangur
känguruh;kangur
kaninchen;królik
kanister;kanister
kanne;bañka,dzbanek
kanone;dzia³o,armata
kante;krawêdŸ,kant
kantine;kantyna,sto³ówka
kanzel;ambona
kanzlei;kancelaria,kancelaryjny
kap;przyl¹dek
kapelle;kaplica,kapela
kapellmeister;kapelmistrz
kapital;kapita³,g³ówny,zasadniczy,kapitalny,wspania³y
kapitalaufnahmeerleichterungsgesetz;ustawa o u³atwieniu dostêpu do kapita³u
kapitalertragsteuer;podatek od dochodu z kapita³u
kapitalgesellschaft;spó³ka kapita³owa
kapitalgewinnsteuer;podatek od zysków kapita³owych
kapitalist;kapitalista
kapitel;rozdzia³
kapitell;g³owica,kapitel
käppi;fura¿erka
kapsel;kapsu³a,kapsu³ka,puszka,sp³onka,kapiszon,kapsel
kaputt;zepsuty,st³uczony,do nicego
kapuze;kaptur
kapuziner;kapucyn
karamell;karmel,cukier palony
karbonade;kotlet schabowy
karchel;kafel
kardinal;kardyna³
karfiol;kalafior
karg;ja³owy,nieurodzajny,sk¹py,skromny,powœci¹gliwy,zdawkowy
kärglich;nêdzny,ubogi
karibik;wyspy karaibskie,karaiby
karibisch;karaibski
karotte;marchew,marchewka,karotka
karpfen;karp
karte;mapa,pocztówka,bilet
kartei;kartoteka
karteikarte;fiszka
kartell;kartel
karten spielen;graæ w karty
kartenhandy;telefon komórkowy na kartê
kartoffel;ziemniak,kartofel,oczko
kartoffelbrei;purée
kartoffelkäfer;stonka ziemniaczana
kartoffelpuffer;placek ziemniaczany
karton;karton
karussel;karuzela
karwoche;wielki tydzieñ
karyatide;kariatyda
kaschube;kaszub
käse;ser (¿ó³ty)
kaserne;koszary
kasino;kasyno
kassa;kasa
kasse;kasa,kasa (miejsce sprzedawania biletów),kasetka (pojemnik na pieni¹dze),urz¹dzenie w sklepie do obliczania i trzymania pieniêdzy),kasa (gotówka)
kassenwart;skarbnik
kassenzettel;paragon,kwit kasowy
kastanie;kasztan
katalanisch;jêzyk kataloñski,kataloñski
katalog;katalog
katarakt;katarakta,zaæma
katastrophe;katastrofa
kategorie;kategoria
kater;kocur
katholik;katolik
katholizismus;katolicyzm
katode;katoda
katolisch;katolicki
kattar;katar,nie¿yt
katze;kotka,kot
katzenjammer;kociokwik,kac
kauen;¿uæ,prze¿uwaæ
kauern;kucaæ,przykucn¹æ
kauf;kupno
kaufen;kupiæ,kupowaæ
käufer;nabywca,kupiec,kupuj¹cy
käuferin;nabywczyni,kupuj¹ca
kaufhaus;dom handlowy,supermarket
käuflich;do nabycia,przekupny,za zap³at¹
kauflust;chêæ nabycia
kauflustig;chêtny do kupna
kaufmann;kupiec
kaufmännisch;handlowy,kupiecki
kaufsumme;cena kupna
kaufvertrag;umowa kupna
kaugummi;guma do ¿ucia
kaulquappel;kijanka
kausal;przyczynowy
kaution;kaucja
kauz;puszczyk,dziwak
kauzig;dziwaczny
kavalier;d¿entelmen
kaverne;podziemie,sk³adowisko,kawerna,jama
kavernös;jamisty
kaviar;kawior
kaviarbrot;bagietka
kavität;jama,ubytek
käze;ser
keck;œmia³y,czupurny,zuchwa³y,œmia³o,czupurnie,zuchwale
kefir;kefir
kegel;sto¿ek,krêgiel
kegelbahn;krêgielnia
kegeln;graæ w krêgle
kehle;gard³o
kehlig;gard³owy,gard³owo
kehlkopf;krtañ
kehlkopfspiegel;laryngoskop
kehrbruch;odwrotnoœæ u³amka
kehre;ostry zakrêt
kehren;zwróciæ,skierowaæ,zawróciæ,zamiataæ
kehrseite;odwrotna strona
kehrwert;odwrotnoœæ u³amka
keifen;u¿eraæ siê,wyk³ócaæ siê
keil;klin
keiler;odyniec
keilerei;bijatyka,bójka
keilförmig;klinowaty,klinowy,w kszta³cie klina
keilriemen;rzemieñ
keim;zarodek,kie³ek,zarazek
keimdrüse;fruczo³ p³ciowy
keimen;kie³kowaæ,budziæ siê do ¿ycia,powstawaæ,powstaæ
keimfrei;sterylny,wyja³owiony
keimtötend;antyseptyczny,aseptyczny,bakteriobójczy
keimzelle;komórka rozrodcza,gameta,zal¹¿ek
kein wort;ani s³owa
kein;¿aden
keine;¿adna,¿adne
keinen pfifferling wert;nic nie wart,nie wart ani grosza,nie wart funta k³aków
keiner;¿aden
keinerlei;¿aden
keines;¿adne
keinesfalls;w ¿danym razie,bynajmniej
keineswegs;w ¿aden sposób,bynajmniej
keinmal;ani razu
keks;keks,herbatnik
kelch;kielich
kelle;kielnia,³y¿ka wazowa
keller;piwnica,piwniczny
kellerassel;stonoga
kellerei;sk³ad win
kellergeschoss;suterena
kellner;kelner
kellnerin;kelnerka
kelte;celt
kelten;celtowie
keltisch;celtycki
kenia;kenia
kennen lernen;poznaæ,nauczyæ siê
kennen;znaæ
kenner;znawca,koneser
kennertum;znawstwo,znajomoœæ rzeczy
kennmarke;znak rozpoznawczy
kenntlich;daj¹cy siê rozpoznaæ
kenntnis;wiedza,znajomoœæ
kennwort;has³o
kerbe;naciêcie,karb
kerkermeister;dozorca wiêzienny
kern;rdzeñ,j¹dro,pestka,istota,sedno
kernbeißer;grubodziób
kernbrennstoff;paliwo j¹drowe
kernenergie;energia j¹drowa
kernfach;g³ówny przedmiot
kernfrage;zasadnicza kwestia,kwestia zasadnicza
kerngesund;czerstwy,zdrów jak ryba,zdrów jak rydz
kernhaft;istotny
kernig;jêdrny
kernkraft;energia j¹drowa
kernkraftwerk;elektrownia j¹drowa,elektrownia atomowa
kernlos;bezpestkowy,bez pestek
kernphysik;fizyka j¹drowa,nukleonika
kernseife;szare myd³o
kernstück;istota,sedno,rdzeñ
kernwaffe;broñ j¹drowa
kernwaffen;broñ j¹drowa,broñ nuklearna
kerosin;ropa naftowa,nafta
kerze;œwieca,œwieczka
kessel;czajnik,kocio³,kotlina
kesselhaus;kot³ownia
kesselraum;kot³ownia
ketchup;ketchup
kette;³¹ñcuch,³añcuszek
kettengleitschutz;os³ona ³añcucha napêdowego
keuchen;dyszeæ (ciê¿ko),sapaæ
kidnapping;porwanie
kiefer;sosna
kiesenstein;krzemieñ
kilo;skrót od kilogram
kilogramm;kilogram
kilometer;kilometr
kind;dziecko
kinderreich;wielodzietny
kinderzeit;dzieciñstwo
kindheit;dzieciñstwo
kinematographie;kinematografia
kirche;koœció³
kirchen;koœcielny
kirgisien;kirgistan
kirgisistan;kirgistan
kirgistan;kirgistan
kirsch;wiœniowy
kirsche;wiœnia
kissen;poduszka
kiste;skrzynia,skrzynka
kiwi;kiwi,kiwi
klang;dŸwiêk,odg³os
klappe;pokrywa,pokrywka
klar;jasny,czysty
klasse;klasa,kategoria
klaue;szpon,pazur
klaviatur;klawiatura (instrumentu)
klavier;fortepian
kleid;suknia
kleider;odzie¿
kleidung;ubranie
klein;ma³y
kleinadel;drobna szlachta
kleinasien;azja mniejsza
kleine;ma³y,niewielki
kleinkreis;ko³o ma³e
kleinplanet;planetka
kleinpolen;ma³opolska
kleinpolnisch;ma³opolski
kleinstädtisch;ma³omiasteczkowy
klemme;zacisk
klempner;hydraulik
klima;klimat
klimaanlage;klimatyzacja
kloss;kluska
klub;klub
knäckebrot;chrupki chleb
knapp;obcis³y,przykrótki,nieznaczny (o wiêkszoœci),zwiêz³y (styl pisania),prawie,nieca³e
knarren;skrzypieæ
kneipe;knajpa
knie;kolano
knoblauch;czosnek
knoblauchbrot;chleb czosnkowy
knoblauchgeruch;zapach czosnku
knoblauchwurst;kie³basa czosnkowa
knock-out;nokaut
knödel;knedel
knorpel;chrz¹stka
kobalt;kobalt (pierwiastek chemiczny)
